collection_name;catalog_element_id;status;use_license_id;optional;backup;vm_naming;commercial_name;short_name;os_family;version;type;language;architecture;description;min_mo;max_mo;ram_unlimited;min_mhz;cpu_unlimited;vcpu_min;vcpu_max;use_catalog_element_id
UCaaS Cisco HCS (1000 users);1501;available;00001;false;ImageLevel;UCS1000S01;UCSS01 1000-HCS861V1;UCS1000S01-HCS861V1;RedHat;HCS8.6.1 V1;UCS1000S01;FR;32bits;UCSS01 (CUCM) 1000 users HCS8.6.1 V1;4096;4096;true;800;true;1;1;""
UCaaS Cisco HCS (1000 users);2501;available;00001;false;ImageLevel;UCS1000S01;UCSS01 1000-HCS862V1;UCS1000S01-HCS862V1;RedHat;HCS8.6.2 V1;UCS1000S01;FR;32bits;UCSS01 (CUCM) 1000 users HCS8.6.2 V1;4096;4096;true;800;true;1;1;""
UCaaS Cisco HCS (1000 users);4501;available;00001;false;ImageLevel;UCS1000S01;UCSS01 1000-HCS862V3;UCS1000S01-HCS862V3;RedHat;HCS8.6.2 V3;UCS1000S01;FR;32bits;UCSS01 (CUCM) 1000 devices HCS8.6.2 V3;4096;4096;true;800;true;1;1;""
UCaaS Cisco HCS (1000 users);1502;available;00001;false;ImageLevel;UC1000CNX01;UCNX01 1000-HCS861V1;UC1000CNX01-HCS861V1;RedHat;HCS8.6.1 V1;UC1000CNX01;FR;32bits;UCNX01 (Unity) 1000 users HCS8.6.1 V1;4096;4096;true;2500;true;1;1;""
UCaaS Cisco HCS (1000 users);2502;available;00001;false;ImageLevel;UC1000CNX01;UCNX01 1000-HCS862V1;UC1000CNX01-HCS862V1;RedHat;HCS8.6.2 V1;UC1000CNX01;FR;32bits;UCNX01 (Unity) 1000 users HCS8.6.2 V1;4096;4096;true;2500;true;1;1;""
UCaaS Cisco HCS (1000 users);4502;available;00001;false;ImageLevel;UC1000CNX01;UCNX01 1000-HCS862V3;UC1000CNX01-HCS862V3;RedHat;HCS8.6.2 V3;UC1000CNX01;FR;32bits;UCNX01 (Unity) 1000 devices HCS8.6.2 V3;4096;4096;true;2300;true;1;1;""
UCaaS Cisco HCS (1000 users);1503;available;00001;false;ImageLevel;UC1000PS01;UCPS01 1000-HCS861V1;UC1000PS01-HCS861V1;RedHat;HCS8.6.1 V1;UC1000PS01;FR;32bits;UCPS01 (CUPS) 1000 users HCS8.6.1 V1;2048;2048;true;800;true;2;2;""
UCaaS Cisco HCS (1000 users);2503;available;00001;false;ImageLevel;UC1000PS01;UCPS01 1000-HCS862V1;UC1000PS01-HCS862V1;RedHat;HCS8.6.2 V1;UC1000PS01;FR;32bits;UCPS01 (CUPS) 1000 users HCS8.6.2 V1;2048;2048;true;800;true;2;2;""
UCaaS Cisco HCS (1000 users);4503;available;00001;false;ImageLevel;UC1000PS01;UCPS01 1000-HCS862V3;UC1000PS01-HCS862V3;RedHat;HCS8.6.2 V3;UC1000PS01;FR;32bits;UCPS01 (CUPS) 1000 devices HCS8.6.2 V3;4096;4096;true;1500;true;1;2;""
UCaaS Cisco HCS (1000 users);3500;available;00001;false;ImageLevel;UCS1000P01;UCSP01 1000-HCS862V2;UCS1000P01-HCS862V2;RedHat;HCS8.6.2 V2;UCS1000P01;FR;32bits;UCSP01 (CUCM) 1000 users HCH8.6.2 V2;4096;4096;true;800;true;1;1;""
UCaaS Cisco HCS (1000 users);5500;available;00001;false;ImageLevel;UCS1000P01;UCSP01 1000-HCS862V4;UCS1000P01-HCS862V4;RedHat;HCS8.6.2 V4;UCS1000P01;FR;32bits;UCSP01 (CUCM) 1000 devices HCS8.6.2 V4;4096;4096;true;800;true;1;1;""
UCaaS Cisco HCS (1000 users);3501;available;00001;false;ImageLevel;UCS1000S01;UCSS01 1000-HCS862V2;UCS1000S01-HCS862V2;RedHat;HCS8.6.2 V2;UCS1000S01;FR;32bits;UCSS01 (CUCM) 1000 users HCH8.6.2 V2;4096;4096;true;800;true;1;1;""
UCaaS Cisco HCS (1000 users);5501;available;00001;false;ImageLevel;UCS1000S01;UCSS01 1000-HCS862V4;UCS1000S01-HCS862V4;RedHat;HCS8.6.2 V4;UCS1000S01;FR;32bits;UCSS01 (CUCM) 1000 devices HCS8.6.2 V4;4096;4096;true;800;true;1;1;""
UCaaS Cisco HCS (1000 users);3502;available;00001;false;ImageLevel;UC1000CNX01;UCNX01 1000-HCS862V2;UC1000CNX01-HCS862V2;RedHat;HCS8.6.2 V2;UC1000CNX01;FR;32bits;UCNX (Unity) 1000 users HCH8.6.2 V2;4096;4096;true;2300;true;1;1;""
UCaaS Cisco HCS (1000 users);5502;available;00001;false;ImageLevel;UC1000CNX01;UCNX01 1000-HCS862V4;UC1000CNX01-HCS862V4;RedHat;HCS8.6.2 V4;UC1000CNX01;FR;32bits;UCNX01 (Unity) 1000 devices HCS8.6.2 V4;4096;4096;true;2300;true;1;1;""
UCaaS Cisco HCS (1000 users);3503;available;00001;false;ImageLevel;UC1000PS01;UCPS01 1000-HCS862V2;UC1000PS01-HCS862V2;RedHat;HCS8.6.2 V2;UC1000PS01;FR;32bits;UCPS01 (CUPS) 1000 users HCH8.6.2 V2;4096;4096;true;1500;true;1;1;""
UCaaS Cisco HCS (1000 users);5503;available;00001;false;ImageLevel;UC1000PS01;UCPS01 1000-HCS862V4;UC1000PS01-HCS862V4;RedHat;HCS8.6.2 V4;UC1000PS01;FR;32bits;UCPS01 (CUPS) 1000 devices HCS8.6.2 V4;4096;4096;true;1500;true;1;2;""
UCaaS Cisco HCS (7500 devices);2200;available;00001;false;ImageLevel;UCS7500P01;UCSP01 7500 HCS 8.6.2-V1;UCS7500P01-HCS862V1;RedHat;HCS8.6.2 V1;UCS7500P01;FR;32bits;UCSP01 (CUCM) 7500 devices HCS8.6.2 V1;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);2201;available;00001;false;ImageLevel;UCS7500S01;UCSS01 7500 HCS 8.6.2-V1;UCS7500S01-HCS862V1;RedHat;HCS8.6.2 V1;UCS7500S01;FR;32bits;UCSS01 (CUCM) 7500 devices HCS8.6.2 V1;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);2202;available;00001;false;ImageLevel;UCS7500S02;UCSS02 7500 HCS 8.6.2-V1;UCS7500S02-HCS862V1;RedHat;HCS8.6.2 V1;UCS7500S02;FR;32bits;UCSS02 (CUCM) 7500 devices HCS8.6.2 V1;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);2203;available;00001;false;ImageLevel;UCS7500S03;UCSS03 7500 HCS 8.6.2-V1;UCS7500S03-HCS862V1;RedHat;HCS8.6.2 V1;UCS7500S03;FR;32bits;UCSS03 (CUCM) 7500 devices HCS8.6.2 V1;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);2204;available;00001;false;ImageLevel;UCS7500S04;UCSS04 7500 HCS 8.6.2-V1;UCS7500S04-HCS862V1;RedHat;HCS8.6.2 V1;UCS7500S04;FR;32bits;UCSS04 (CUCM) 7500 devices HCS8.6.2 V1;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);2207;available;00001;false;ImageLevel;UCS7500S07;UCSS07 7500 HCS 8.6.2-V1;UCS7500S07-HCS862V1;RedHat;HCS8.6.2 V1;UCS7500S07;FR;32bits;UCSS07 (CUCM) 7500 devices HCS8.6.2 V1;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);2208;available;00001;false;ImageLevel;UCS7500S08;UCSS08 7500 HCS 8.6.2-V1;UCS7500S08-HCS862V1;RedHat;HCS8.6.2 V1;UCS7500S08;FR;32bits;UCSS08 (CUCM) 7500 devices HCS8.6.2 V1;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);2209;available;00001;false;ImageLevel;UC7500CNX01;UCNX01 7500 HCS 8.6.2-V1;UC7500CNX01-HCS862V1;RedHat;HCS8.6.2 V1;UC7500CNX01;FR;32bits;UCNX01 (Unity) 7500 devices HCS8.6.2 V1;6144;6144;true;9600;true;4;4;""
UCaaS Cisco HCS (7500 devices);2210;available;00001;false;ImageLevel;UC7500PS01;UCPS01 7500 HCS 8.6.2-V1;UC7500PS01-HCS862V1;RedHat;HCS8.6.2 V1;UC7500PS01;FR;32bits;UCPS01 (CUPS) 7500 devices HCS8.6.2 V1;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (7500 devices);3200;available;00001;false;ImageLevel;UCS7500P01;UCSP01 7500 HCS 8.6.2-V2;UCS7500P01-HCS862V2;RedHat;HCS8.6.2 V2;UCS7500P01;FR;32bits;UCSP01 (CUCM) 7500 devices HCS8.6.2 V2;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);3201;available;00001;false;ImageLevel;UCS7500S01;UCSS01 7500 HCS 8.6.2-V2;UCS7500S01-HCS862V2;RedHat;HCS8.6.2 V2;UCS7500S01;FR;32bits;UCSS01 (CUCM) 7500 devices HCS8.6.2 V2;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);3202;available;00001;false;ImageLevel;UCS7500S02;UCSS02 7500 HCS 8.6.2-V2;UCS7500S02-HCS862V2;RedHat;HCS8.6.2 V2;UCS7500S02;FR;32bits;UCSS02 (CUCM) 7500 devices HCS8.6.2 V2;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);3203;available;00001;false;ImageLevel;UCS7500S03;UCSS03 7500 HCS 8.6.2-V2;UCS7500S03-HCS862V2;RedHat;HCS8.6.2 V2;UCS7500S03;FR;32bits;UCSS03 (CUCM) 7500 devices HCS8.6.2 V2;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);3204;available;00001;false;ImageLevel;UCS7500S04;UCSS04 7500 HCS 8.6.2-V2;UCS7500S04-HCS862V2;RedHat;HCS8.6.2 V2;UCS7500S04;FR;32bits;UCSS04 (CUCM) 7500 devices HCS8.6.2 V2;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);3207;available;00001;false;ImageLevel;UCS7500S07;UCSS07 7500 HCS 8.6.2-V2;UCS7500S07-HCS862V2;RedHat;HCS8.6.2 V2;UCS7500S07;FR;32bits;UCSS07 (CUCM) 7500 devices HCS8.6.2 V2;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);3208;available;00001;false;ImageLevel;UCS7500S08;UCSS08 7500 HCS 8.6.2-V2;UCS7500S08-HCS862V2;RedHat;HCS8.6.2 V2;UCS7500S08;FR;32bits;UCSS08 (CUCM) 7500 devices HCS8.6.2 V2;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);3209;available;00001;false;ImageLevel;UC7500CNX01;UCNX01 7500 HCS 8.6.2-V2;UC7500CNX01-HCS862V2;RedHat;HCS8.6.2 V2;UC7500CNX01;FR;32bits;UCNX (Unity) 7500 devices HCS8.6.2 V2;6144;6144;true;9000;true;4;4;""
UCaaS Cisco HCS (7500 devices);3210;available;00001;false;ImageLevel;UC7500PS01;UCPS01 7500 HCS 8.6.2-V2;UC7500PS01-HCS862V2;RedHat;HCS8.6.2 V2;UC7500PS01;FR;32bits;UCPS01 (CUPS) 7500 devices HCS8.6.2 V2;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (7500 devices);4200;available;00001;false;ImageLevel;UCS7500P01;UCSP01 7500 HCS 8.6.2-V3;UCS7500P01-HCS862V3;RedHat;HCS8.6.2 V3;UCS7500P01;FR;32bits;UCSP01 (CUCM) 7500 devices HCS8.6.2 V3;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);4201;available;00001;false;ImageLevel;UCS7500S01;UCSS01 7500 HCS 8.6.2-V3;UCS7500S01-HCS862V3;RedHat;HCS8.6.2 V3;UCS7500S01;FR;32bits;UCSS01 (CUCM) 7500 devices HCS8.6.2 V3;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);4202;available;00001;false;ImageLevel;UCS7500S02;UCSS02 7500 HCS 8.6.2-V3;UCS7500S02-HCS862V3;RedHat;HCS8.6.2 V3;UCS7500S02;FR;32bits;UCSS02 (CUCM) 7500 devices HCS8.6.2 V3;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);4203;available;00001;false;ImageLevel;UCS7500S03;UCSS03 7500 HCS 8.6.2-V3;UCS7500S03-HCS862V3;RedHat;HCS8.6.2 V3;UCS7500S03;FR;32bits;UCSS03 (CUCM) 7500 devices HCS8.6.2 V3;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);4204;available;00001;false;ImageLevel;UCS7500S04;UCSS04 7500 HCS 8.6.2-V3;UCS7500S04-HCS862V3;RedHat;HCS8.6.2 V3;UCS7500S04;FR;32bits;UCSS04 (CUCM) 7500 devices HCS8.6.2 V3;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);4207;available;00001;false;ImageLevel;UCS7500S07;UCSS07 7500 HCS 8.6.2-V3;UCS7500S07-HCS862V3;RedHat;HCS8.6.2 V3;UCS7500S07;FR;32bits;UCSS07 (CUCM) 7500 devices HCS8.6.2 V3;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);4208;available;00001;false;ImageLevel;UCS7500S08;UCSS08 7500 HCS 8.6.2-V3;UCS7500S08-HCS862V3;RedHat;HCS8.6.2 V3;UCS7500S08;FR;32bits;UCSS08 (CUCM) 7500 devices HCS8.6.2 V3;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);4209;available;00001;false;ImageLevel;UC7500CNX01;UCNX01 7500 HCS 8.6.2-V3;UC7500CNX01-HCS862V3;RedHat;HCS8.6.2 V3;UC7500CNX01;FR;32bits;UCNX (Unity) 7500 devices HCS8.6.2 V3;6144;6144;true;9000;true;4;4;""
UCaaS Cisco HCS (7500 devices);4210;available;00001;false;ImageLevel;UC7500PS01;UCPS01 7500 HCS 8.6.2-V3;UC7500PS01-HCS862V3;RedHat;HCS8.6.2 V3;UC7500PS01;FR;32bits;UCPS01 (CUPS) 7500 devices HCS8.6.2 V3;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (7500 devices);5200;available;00001;false;ImageLevel;UCS7500P01;UCSP01 7500 HCS 8.6.2-V4;UCS7500P01-HCS862V4;RedHat;HCS8.6.2 V4;UCS7500P01;FR;32bits;UCSP01 (CUCM) 7500 devices HCS8.6.2 V4;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);5201;available;00001;false;ImageLevel;UCS7500S01;UCSS01 7500 HCS 8.6.2-V4;UCS7500S01-HCS862V4;RedHat;HCS8.6.2 V4;UCS7500S01;FR;32bits;UCSS01 (CUCM) 7500 devices HCS8.6.2 V4;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);5202;available;00001;false;ImageLevel;UCS7500S02;UCSS02 7500 HCS 8.6.2-V4;UCS7500S02-HCS862V4;RedHat;HCS8.6.2 V4;UCS7500S02;FR;32bits;UCSS02 (CUCM) 7500 devices HCS8.6.2 V4;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);5203;available;00001;false;ImageLevel;UCS7500S03;UCSS03 7500 HCS 8.6.2-V4;UCS7500S03-HCS862V4;RedHat;HCS8.6.2 V4;UCS7500S03;FR;32bits;UCSS03 (CUCM) 7500 devices HCS8.6.2 V4;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);5204;available;00001;false;ImageLevel;UCS7500S04;UCSS04 7500 HCS 8.6.2-V4;UCS7500S04-HCS862V4;RedHat;HCS8.6.2 V4;UCS7500S04;FR;32bits;UCSS04 (CUCM) 7500 devices HCS8.6.2 V4;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);5207;available;00001;false;ImageLevel;UCS7500S07;UCSS07 7500 HCS 8.6.2-V4;UCS7500S07-HCS862V4;RedHat;HCS8.6.2 V4;UCS7500S07;FR;32bits;UCSS07 (CUCM) 7500 devices HCS8.6.2 V4;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);5208;available;00001;false;ImageLevel;UCS7500S08;UCSS08 7500 HCS 8.6.2-V4;UCS7500S08-HCS862V4;RedHat;HCS8.6.2 V4;UCS7500S08;FR;32bits;UCSS08 (CUCM) 7500 devices HCS8.6.2 V4;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);5209;available;00001;false;ImageLevel;UC7500CNX01;UCNX01 7500 HCS 8.6.2-V4;UC7500CNX01-HCS862V4;RedHat;HCS8.6.2 V4;UC7500CNX01;FR;32bits;UCNX (Unity) 7500 devices HCS8.6.2 V4;6144;6144;true;9000;true;4;4;""
UCaaS Cisco HCS (7500 devices);5210;available;00001;false;ImageLevel;UC7500PS01;UCPS01 7500 HCS 8.6.2-V4;UC7500PS01-HCS862V4;RedHat;HCS8.6.2 V4;UC7500PS01;FR;32bits;UCPS01 (CUPS) 7500 devices HCS8.6.2 V4;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (20000 devices);3600;available;00001;false;ImageLevel;UCS20000P01;UCSP01 20000 HCS 8.6.2-V2;UCS20000P01-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000P01;FR;32bits;UCSP01 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3601;available;00001;false;ImageLevel;UCS20000S01;UCSS01 20000 HCS 8.6.2-V2;UCS20000S01-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S01;FR;32bits;UCSS01 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3602;available;00001;false;ImageLevel;UCS20000S02;UCSS02 20000 HCS 8.6.2-V2;UCS20000S02-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S02;FR;32bits;UCSS02 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3603;available;00001;false;ImageLevel;UCS20000S03;UCSS03 20000 HCS 8.6.2-V2;UCS20000S03-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S03;FR;32bits;UCSS03 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3604;available;00001;false;ImageLevel;UCS20000S04;UCSS04 20000 HCS 8.6.2-V2;UCS20000S04-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S04;FR;32bits;UCSS04 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3605;available;00001;false;ImageLevel;UCS20000S05;UCSS05 20000 HCS 8.6.2-V2;UCS20000S05-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S05;FR;32bits;UCSS05 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3606;available;00001;false;ImageLevel;UCS20000S06;UCSS06 20000 HCS 8.6.2-V2;UCS20000S06-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S06;FR;32bits;UCSS06 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3607;available;00001;false;ImageLevel;UCS20000S07;UCSS07 20000 HCS 8.6.2-V2;UCS20000S07-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S07;FR;32bits;UCSS07 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3608;available;00001;false;ImageLevel;UCS20000S08;UCSS08 20000 HCS 8.6.2-V2;UCS20000S08-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S08;FR;32bits;UCSS08 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3609;available;00001;false;ImageLevel;UCS20000S09;UCSS09 20000 HCS 8.6.2-V2;UCS20000S09-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S09;FR;32bits;UCSS09 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3610;available;00001;false;ImageLevel;UCS20000S10;UCSS10 20000 HCS 8.6.2-V2;UCS20000S10-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S10;FR;32bits;UCSS10 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3611;available;00001;false;ImageLevel;UC20000CNX01;UCNX01 20000 HCS 8.6.2-V2;UC20000CNX01-HCS862V2;RedHat;HCS8.6.2 V2;UC20000CNX01;FR;32bits;UCNX (Unity) 20000 devices HCS8.6.2 V2;8192;8192;true;14000;true;7;7;""
UCaaS Cisco HCS (20000 devices);3612;available;00001;false;ImageLevel;UC20000PS01;UCPS01 20000 HCS 8.6.2-V2;UC20000PS01-HCS862V2;RedHat;HCS8.6.2 V2;UC20000PS01;FR;32bits;UCPS01 (CUPS) 20000 devices HCS8.6.2 V2;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (20000 devices);3613;available;00001;false;ImageLevel;UC20000PS02;UCPS02 20000 HCS 8.6.2-V2;UC20000PS02-HCS862V2;RedHat;HCS8.6.2 V2;UC20000PS02;FR;32bits;UCPS02 (CUPS) 20000 devices HCS8.6.2 V2;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (20000 devices);4600;available;00001;false;ImageLevel;UCS20000P01;UCSP01 20000 HCS 8.6.2-V3;UCS20000P01-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000P01;FR;32bits;UCSP01 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4601;available;00001;false;ImageLevel;UCS20000S01;UCSS01 20000 HCS 8.6.2-V3;UCS20000S01-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S01;FR;32bits;UCSS01 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4602;available;00001;false;ImageLevel;UCS20000S02;UCSS02 20000 HCS 8.6.2-V3;UCS20000S02-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S02;FR;32bits;UCSS02 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4603;available;00001;false;ImageLevel;UCS20000S03;UCSS03 20000 HCS 8.6.2-V3;UCS20000S03-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S03;FR;32bits;UCSS03 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4604;available;00001;false;ImageLevel;UCS20000S04;UCSS04 20000 HCS 8.6.2-V3;UCS20000S04-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S04;FR;32bits;UCSS04 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4605;available;00001;false;ImageLevel;UCS20000S05;UCSS05 20000 HCS 8.6.2-V3;UCS20000S05-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S05;FR;32bits;UCSS05 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4606;available;00001;false;ImageLevel;UCS20000S06;UCSS06 20000 HCS 8.6.2-V3;UCS20000S06-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S06;FR;32bits;UCSS06 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4607;available;00001;false;ImageLevel;UCS20000S07;UCSS07 20000 HCS 8.6.2-V3;UCS20000S07-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S07;FR;32bits;UCSS07 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4608;available;00001;false;ImageLevel;UCS20000S08;UCSS08 20000 HCS 8.6.2-V3;UCS20000S08-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S08;FR;32bits;UCSS08 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4609;available;00001;false;ImageLevel;UCS20000S09;UCSS09 20000 HCS 8.6.2-V3;UCS20000S09-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S09;FR;32bits;UCSS09 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4610;available;00001;false;ImageLevel;UCS20000S10;UCSS10 20000 HCS 8.6.2-V3;UCS20000S10-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S10;FR;32bits;UCSS10 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4611;available;00001;false;ImageLevel;UC20000CNX01;UCNX01 20000 HCS 8.6.2-V3;UC20000CNX01-HCS862V3;RedHat;HCS8.6.2 V3;UC20000CNX01;FR;32bits;UCNX (Unity) 20000 devices HCS8.6.2 V3;8192;8192;true;14000;true;7;7;""
UCaaS Cisco HCS (20000 devices);4612;available;00001;false;ImageLevel;UC20000PS01;UCPS01 20000 HCS 8.6.2-V3;UC20000PS01-HCS862V3;RedHat;HCS8.6.2 V3;UC20000PS01;FR;32bits;UCPS01 (CUPS) 20000 devices HCS8.6.2 V3;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (20000 devices);4613;available;00001;false;ImageLevel;UC20000PS02;UCPS02 20000 HCS 8.6.2-V3;UC20000PS02-HCS862V3;RedHat;HCS8.6.2 V3;UC20000PS02;FR;32bits;UCPS02 (CUPS) 20000 devices HCS8.6.2 V3;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (20000 devices);6600;available;00001;false;ImageLevel;UCS20000P01;UCSP01 20000 HCS 8.6.2-V4;UCS20000P01-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000P01;FR;32bits;UCSP01 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6601;available;00001;false;ImageLevel;UCS20000S01;UCSS01 20000 HCS 8.6.2-V4;UCS20000S01-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S01;FR;32bits;UCSS01 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6602;available;00001;false;ImageLevel;UCS20000S02;UCSS02 20000 HCS 8.6.2-V4;UCS20000S02-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S02;FR;32bits;UCSS02 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6603;available;00001;false;ImageLevel;UCS20000S03;UCSS03 20000 HCS 8.6.2-V4;UCS20000S03-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S03;FR;32bits;UCSS03 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6604;available;00001;false;ImageLevel;UCS20000S04;UCSS04 20000 HCS 8.6.2-V4;UCS20000S04-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S04;FR;32bits;UCSS04 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
